,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.060492472264422135,0.4051414180878358,0.007665033830993977
SINCERITIES,0.0053197517681877115,0.08219390207562023,0.0689327888123422
ground truth,0.7220567289315352,-0.06405715966207828,0.0018315102999193634
