,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.13441409316924754,0.32687621715522946,0.03926401378158063
SINCERITIES,0.00585974078809558,0.5399675258899982,0.09153873314031495
ground truth,0.044732079817655736,0.14679879331968418,0.005787351977828169
