,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.14038602785873358,0.2802417515955079,0.006886076933840824
SINCERITIES,0.00835786595028044,-0.06924747854351324,0.06073296122996687
ground truth,0.4507578372738607,0.035445564853385375,0.002273363649890673
