,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.057465741236295144,0.5171389099878541,0.014901697326094433
SINCERITIES,0.005757172846361935,0.44188919445202823,0.08846393459344522
ground truth,0.13150663861716574,-0.07026899038637618,0.014587624744682446
