,PageRank,Centrality,Betweenness,Radiality,Clustering Coefficient,Local Efficiency,Node Degrees
PIDC,0.050505050505050504,0.06666666666666667,0.061224489795918366,0.09473684210526316,0.0297029702970297,0.0297029702970297,0.06666666666666667
GRNBOOST2,0.11653116531165311,0.1226158038147139,0.09574468085106383,0.11653116531165311,0.03258145363408521,0.035175879396984924,0.1226158038147139
PPCOR,0.05785123966942149,0.06844741235392321,0.03896103896103896,0.04404567699836868,0.11304347826086956,0.1169284467713787,0.0738255033557047
SINCERITIES,0.05472636815920398,0.0707070707070707,0.06532663316582915,0.0707070707070707,0.1099476439790576,0.10416666666666667,0.0707070707070707
