,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.08169826620382492,0.2909277439573394,0.010376431543180556
SINCERITIES,0.03452396188673015,0.2471045185282226,0.08148406907338249
ground truth,0.4697393081692281,0.008998995407577296,0.010530752527160863
