,Clustering Coefficient,Global Efficiency,Local Efficiency,Shortest Path Length,Assortativity,Centralization
PIDC,-0.42916814556048705,-0.19723423573930815,-0.4614916006990426,1.5782621426441104,0.8037598521465333,-0.8855367380267427
GRNBOOST2,-0.5953251004087982,-0.10093962306896237,-0.5486042252335093,0.6118684759633233,0.40334618917573567,-0.8288315703452256
PPCOR,-0.673055384453764,-0.08407639532025213,-0.6884974974140873,0.5044826876520982,0.37878228104884265,-0.9421206527723012
SINCERITIES,-0.6434690655779561,-0.034057766474866746,-0.6818050765983684,0.2315925869696751,0.020721094190895517,-0.20836103820073948
