,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.23859655661110096,0.2118114514588073,0.00647821922473619
SINCERITIES,0.0005198920815805713,0.13735770579405768,0.017347924344295346
ground truth,0.33189808992066727,0.03394170517797952,0.0005130818201832413
