,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.05923299507681741,0.3750928770841309,0.009239624391591268
SINCERITIES,0.005838607720909171,0.08260713281243239,0.08429053244135558
ground truth,0.8684236416307183,-0.12176046584418997,0.0028636709276014345
