,PageRank,Out Centrality,Betweenness,Clustering Coefficient,Node In Degrees
GRNBOOST2,0.05555555555555555,0.17829457364341086,0.16923076923076924,0.0410958904109589,0.07801418439716312
SINCERITIES,0.06315789473684211,0.12849162011173185,0.1952662721893491,0.05759162303664921,0.09782608695652174
