,PageRank,Out Centrality,Betweenness,Clustering Coefficient,Node In Degrees
GRNBOOST2,1.116936897953661,6.054744332552593,4.481601751013703,0.8130218718951634,2.4325142710288006
SINCERITIES,1.1386299210383357,8.29949622571727,4.302910672964144,0.7035013242113287,1.5272884735440118
