,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.06658664130632684,0.5124996053965699,0.01708004172223932
SINCERITIES,0.005881121055489406,0.4804328597823747,0.09060847876151346
ground truth,0.13464626649760705,0.0773423400887727,0.006304814685440655
