,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.09063421496748456,0.3442972357589002,0.009903605010468138
SINCERITIES,0.011490644919182615,-0.02891230583723575,0.05737858304272893
ground truth,0.6610972005302673,0.025301486807880694,0.0025365532503466045
