,Clustering Coefficient,Global Efficiency,Local Efficiency,Shortest Path Length,Assortativity,Centralization
PIDC,-0.5493584779525158,-0.23010770758482818,-0.532296000569423,2.086631980139278,1.1590032417448757,-0.8261123283065509
GRNBOOST2,-0.7241830319183242,-0.1428868284081754,-0.6715782368774622,0.9385537176486469,0.6948830713185004,-0.7283142118677011
PPCOR,-0.8280987661735333,-0.13004552260137214,-0.8599896772705419,0.7913961716438123,0.7624850208512703,-0.8794325914087896
SINCERITIES,-0.831432525853052,-0.05014492834376272,-0.8873510095381927,0.3391534819176143,0.4630710529298575,-0.15201978782898773
