,PageRank,Centrality,Betweenness,Radiality,Clustering Coefficient,Local Efficiency,Node Degrees
PIDC,1.1994206129566056,0.9786821715110707,1.4905159527303435,1.1994206129566056,1.4251035954905207,1.3925541557457843,0.9786821715110707
GRNBOOST2,1.9471054848997107,1.9666409970222083,1.5827350576030044,1.6773859004017997,1.3406552390099982,1.4330850990523338,1.9276063856609453
PPCOR,2.3622831832762596,2.535667394271214,1.8584989897909217,2.2671605323639956,1.120427299916112,1.0528519487182904,2.5551063347190066
SINCERITIES,1.6194353568337603,1.5600239782720993,1.3257685569533668,0.7628732484447619,0.5196330771173105,0.6811212571606737,1.5304466997518484
