,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.15501225135667335,0.3109127873298996,0.005989957009998389
SINCERITIES,0.006848011239339515,0.22248643930078613,0.02734855728576611
ground truth,0.49841882404780335,-0.002270423193159703,0.005700951213685188
