,Clustering Coefficient,Global Efficiency,Local Efficiency,Shortest Path Length,Assortativity,Centralization
PIDC,-0.29336282405974606,-0.1881051964917716,-0.282922460568367,1.888492885769406,0.7422936723796176,-0.47004507318371475
GRNBOOST2,-0.49566570819989936,-0.15225332039803985,-0.4775481826926691,1.208316448949704,0.38463462665703396,-0.44952824890845794
PPCOR,-0.6732660879719495,-0.14253154186292938,-0.7559731851030815,1.027915402926142,0.48525597861162273,-0.5292553985928724
SINCERITIES,-0.6852534921319857,-0.013163357760920591,-0.7672898134489377,0.13968841695762135,0.10415510901381048,0.23970369988690543
