,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.06178393658634902,0.3757518020294584,0.0074925297367113555
SINCERITIES,0.007434034033310206,0.09759037822549499,0.0720265077995032
ground truth,0.7740042303339895,-0.0013454561685939607,0.0014862898190498
