,Clustering Coefficient,Global Efficiency,Local Efficiency,Shortest Path Length,Assortativity,Centralization
PIDC,-0.7950033899114802,-0.5629226814744268,-0.7277460201020168,1.6060790087117405,1.347257827725969,-0.9518675082106578
GRNBOOST2,-0.9040468769695007,-0.3776158668017268,-0.8352718543985641,0.6714507111405318,1.145574332434093,-0.939808821192608
PPCOR,-0.9911991620860282,-0.34735602758031464,-0.9876755832980398,0.5770529076794526,1.2083910754092761,-0.9779685312006354
SINCERITIES,-0.9837407476922253,-0.25099728914204117,-0.9779958449871884,0.4418449424462413,0.6195862980993948,-0.55002887780299
