,PageRank,Out Centrality,Betweenness,Clustering Coefficient,Node In Degrees
GRNBOOST2,2.3429995727104402,5.4669990029910265,2.3429995727104402,0.0,2.3429995727104402
SINCERITIES,0.0,1.3746100983264433,1.3746100983264433,0.0,0.0
