,PageRank,Out Centrality,Betweenness,Clustering Coefficient,Node In Degrees
GRNBOOST2,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.0,0.14285714285714285
SINCERITIES,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0
