,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.5639949619537845,-0.004867594431135068,0.16066481994459833
SINCERITIES,0.14074415123977127,0.2872082600377302,0.2041522491349481
ground truth,0.2614999251307083,-0.24563757842618772,0.158203125
