,PageRank,Centrality,Betweenness,Radiality,Clustering Coefficient,Local Efficiency,Node Degrees
PIDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRNBOOST2,5.4669990029910265,5.4669990029910265,5.4669990029910265,5.4669990029910265,0.0,0.0,5.4669990029910265
PPCOR,2.7409128505590497,4.485130119096627,2.7409128505590497,4.485130119096627,0.0,0.0,2.7409128505590497
SINCERITIES,1.3468242727296766,1.3468242727296766,1.3468242727296766,0.0,1.3468242727296766,1.3468242727296766,1.3468242727296766
