,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.20171227975512204,0.26204851105259347,0.00573298367075508
SINCERITIES,0.001455721225491826,0.1294155729074246,0.019347174615347865
ground truth,0.4410137430954267,0.03764930385817985,0.003061504671987831
