,PageRank,Out Centrality,Betweenness,Clustering Coefficient,Node In Degrees
GRNBOOST2,2.203564242497324,9.603837485257774,7.2485122500813866,0.9728535121344728,2.076227309611335
SINCERITIES,1.227819370842117,0.5946298771185791,0.9898183496368997,1.023473899450186,0.9562761181731534
