,PageRank,Centrality,Betweenness,Radiality,Clustering Coefficient,Local Efficiency,Node Degrees
PIDC,0.10344827586206896,0.08843537414965986,0.059602649006622516,0.08108108108108109,0.03225806451612903,0.03225806451612903,0.10344827586206896
GRNBOOST2,0.10714285714285714,0.16981132075471697,0.06896551724137931,0.06896551724137931,0.16981132075471697,0.14814814814814814,0.16981132075471697
PPCOR,0.04918032786885246,0.04918032786885246,0.015873015873015872,0.10344827586206896,0.03225806451612903,0.015873015873015872,0.04918032786885246
SINCERITIES,0.02702702702702703,0.03636363636363636,0.06542056074766354,0.03636363636363636,0.2808988764044944,0.26666666666666666,0.02702702702702703
