,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.18212658623959102,0.28038231736126407,0.005578596603928437
SINCERITIES,0.0034165677147583906,0.15610388082685225,0.021757006920415226
ground truth,0.4848611289553524,0.03941730183138727,0.002528488140060385
