,Clustering Coefficient,Global Efficiency,Local Efficiency,Shortest Path Length,Assortativity,Centralization
PIDC,-0.40595007999911126,-0.4188923746874697,-0.3369024407630127,0.9317661361760963,1.3003396905177964,-0.8453951423024458
GRNBOOST2,-0.6665476035505296,-0.3515229498541952,-0.575511794098445,0.6045478964778954,0.7515019711928429,-0.8215774549500603
PPCOR,-0.9693679211073819,-0.3479591118877327,-0.9649712084157412,0.553015359809775,0.9475143296174698,-0.9737080963883219
SINCERITIES,-0.9903776529718591,-0.027657154141759423,-0.984785826102267,0.0694712644863349,0.32998223814305266,0.5913294342892287
