,PageRank,Centrality,Betweenness,Radiality,Clustering Coefficient,Local Efficiency,Node Degrees
PIDC,0.11723350886397253,0.21492057222315922,0.06108195597438286,0.16495865487430633,0.16809774317356707,0.1683503057362807,0.21492057222315922
GRNBOOST2,0.23342734526550088,0.2961826263724835,0.23434566267831347,0.25404857532158215,0.12451389805278747,0.13170379040902344,0.2961826263724835
PPCOR,-0.06457414219353858,-0.026755516637162937,-0.07715996492211176,-0.02968693424098117,-0.06851614822683129,-0.0692617236855015,-0.026755516637162937
SINCERITIES,-0.006358162917214819,-0.03089224931357436,-0.013033956573849115,-0.009579213837766665,0.04637884051018694,0.04438180240854451,-0.03089224931357436
