,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.08613938963904506,0.3365237195240754,0.010803057731251774
SINCERITIES,0.01126859608280615,-0.02318228342472653,0.058456672994027424
ground truth,0.6203821875845368,0.04147126481134161,0.003560568591110063
