,Clustering Coefficient,Global Efficiency,Local Efficiency,Shortest Path Length,Assortativity,Centralization
PIDC,-0.6605347529393101,-0.439454170709656,-0.5913356063980368,0.9482288452999617,1.525416888565294,-0.9128243027399262
GRNBOOST2,-0.854396088264102,-0.25893008086461794,-0.714259974644768,0.40940919207850635,0.927227169599747,-0.7948947634451222
PPCOR,-0.9687470985414474,-0.23383657329378918,-0.9121038658667348,0.35009677992203514,0.9988643943305621,-0.9689670375557263
SINCERITIES,-0.9757030671298618,-0.09692498112625782,-0.9610517382825081,0.1611011781710636,0.5478038953203058,-0.15104619777059689
