,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.30262687478620054,0.2189294828095384,0.13706223230032755
SINCERITIES,0.08494942880881823,0.4150588868441212,0.12344777209642074
ground truth,0.3506107960374789,-0.31518549968044435,0.12008770450328891
