,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.07002654802205305,0.21043432344770818,0.012770695976634657
SINCERITIES,0.04232089200630664,0.27242634880718053,0.14047103255131058
ground truth,0.40829615047311574,-0.0014578659957749857,0.01968893479936556
