,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.14601154093065513,0.25273730081757834,0.007199788618434239
SINCERITIES,0.007942695316106868,-0.06027473436531626,0.05885657578208291
ground truth,0.4017970635047883,0.02762189930057713,0.002941011792913675
