,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.19605085925186833,0.37929301418054245,0.029779408912097207
SINCERITIES,0.0011720174353792535,0.44665773599104797,0.1554511637793602
ground truth,0.023258935343499675,-0.025722481713955,0.006068180040763103
