,PageRank,Out Centrality,Betweenness,Clustering Coefficient,Node In Degrees
GRNBOOST2,2.345349137062191,4.5289500577752655,2.345349137062191,1.7057084633179573,2.0206084873151187
SINCERITIES,1.003451226140748,5.0902344016957946,3.3730468926899846,1.4357071389398397,1.4357071389398397
