,Clustering Coefficient,Global Efficiency,Local Efficiency,Shortest Path Length,Assortativity,Centralization
PIDC,-0.4342113331940326,-0.4524196599471028,-0.4075336057372657,0.9860252392001834,1.8107362499406063,-0.8565340648862786
GRNBOOST2,-0.7800572996780782,-0.31140149542839196,-0.6972238932133827,0.5029093655173168,0.7833143206112585,-0.7248849817101337
PPCOR,-0.9685142737177098,-0.2849875277049305,-0.954891710605257,0.4130927830913671,0.9597157359214035,-0.966689489609717
SINCERITIES,-0.9733366864995466,-0.05634071879746866,-0.9644145330506815,0.09790267466773353,0.4756046179108854,0.3386791351562099
