,Clustering Coefficient,Assortativity,In Centralization
GRNBOOST2,0.16330761202904828,0.29666880229485615,0.005436338852507459
SINCERITIES,0.004891641192794683,0.20289687520370797,0.023737392725330316
ground truth,0.49778724292162235,0.07267628498517213,0.0027272354736821093
