,Clustering Coefficient,Global Efficiency,Local Efficiency,Shortest Path Length,Assortativity,Centralization
PIDC,-0.3539375562754924,-0.20471236478324845,-0.33848008530994045,2.0516458008183154,0.9161926850034016,-0.48319155825715415
GRNBOOST2,-0.5460187758053969,-0.1711275499700715,-0.5273398960714377,1.3662955476551648,0.5486039702483019,-0.46409517037270864
PPCOR,-0.7341677267201553,-0.1642056870286892,-0.8127508794959506,1.2037863013922103,0.6663060622254104,-0.5422596185148855
SINCERITIES,-0.7488941186867963,-0.026933601898378068,-0.8272051739268966,0.2310227359171928,0.266889449812721,0.22985814179998454
